,y_true,y_pred,precision,coverage,a0,a1,a2,a3,a4,a5,a6
329,3,3,0.7116402116402116,0.012,P > 68.00,humidity <= 60.26,K <= 32.00,temperature <= 22.77,64.55 < rainfall <= 124.27,ph <= 6.43,N <= 84.25
330,3,3,0.5600303951367781,0.025,humidity <= 60.26,ph <= 5.97,K <= 32.00,P > 68.00,temperature <= 25.60,N <= 84.25,
331,3,3,0.8152929493545183,0.0028,P > 68.00,humidity <= 60.26,94.87 < rainfall <= 124.27,K <= 20.00,temperature <= 22.77,N > 21.00,ph <= 5.97
332,3,3,0.8177777777777778,0.0121,P > 68.00,humidity <= 60.26,K <= 20.00,temperature <= 22.77,,,
333,3,3,0.7901234567901234,0.0032,P > 68.00,humidity <= 60.26,94.87 < rainfall <= 124.27,K <= 20.00,temperature <= 22.77,ph <= 6.43,
334,3,3,0.626984126984127,0.0076,humidity <= 60.26,rainfall > 124.27,P > 51.00,temperature <= 22.77,20.00 < K <= 49.00,ph <= 6.43,
335,3,3,0.645774647887324,0.008,humidity <= 60.26,ph <= 5.97,20.00 < K <= 32.00,P > 51.00,temperature <= 22.77,rainfall > 94.87,N > 21.00
336,3,3,0.7093023255813954,0.004,humidity <= 60.26,rainfall > 124.27,P > 51.00,K <= 20.00,temperature <= 22.77,ph <= 6.43,N > 21.00
337,3,3,0.6448250186150409,0.0329,humidity <= 60.26,P > 51.00,K <= 32.00,rainfall > 94.87,temperature <= 22.77,ph <= 5.97,
338,3,3,0.6491849751948973,0.004,humidity <= 60.26,temperature <= 22.77,K <= 20.00,P > 51.00,94.87 < rainfall <= 124.27,ph <= 6.43,N > 21.00
339,3,3,0.7796610169491526,0.0129,P > 68.00,humidity <= 60.26,rainfall > 94.87,K <= 32.00,temperature <= 22.77,ph <= 6.43,
340,3,3,0.7098445595854922,0.006,humidity <= 60.26,temperature <= 22.77,K <= 20.00,P > 68.00,64.55 < rainfall <= 124.27,ph <= 6.43,N <= 84.25
341,3,3,0.7613636363636364,0.0043,humidity <= 60.26,rainfall > 124.27,P > 51.00,K <= 20.00,N > 21.00,temperature <= 22.77,ph <= 6.43
342,3,3,0.6853020739404869,0.0145,humidity <= 60.26,P > 51.00,rainfall > 94.87,K <= 32.00,temperature <= 22.77,N > 21.00,ph <= 6.43
343,3,3,0.7755102040816326,0.0209,humidity <= 60.26,ph <= 5.97,K <= 20.00,temperature <= 22.77,P > 51.00,,
344,3,3,0.6554989075018208,0.0066,humidity <= 60.26,temperature <= 22.77,20.00 < K <= 32.00,P > 51.00,rainfall > 94.87,ph <= 5.97,N > 21.00
345,3,3,0.7677475898334793,0.01,P > 68.00,humidity <= 60.26,rainfall > 94.87,K <= 32.00,temperature <= 22.77,ph <= 5.97,
346,3,3,0.6993006993006993,0.028,humidity <= 60.26,ph <= 5.97,K <= 20.00,P > 51.00,temperature <= 25.60,,
347,3,3,0.5953795379537954,0.0227,P > 68.00,humidity <= 60.26,K <= 32.00,temperature <= 25.60,ph <= 5.97,N <= 37.00,
348,3,3,0.6790490341753344,0.0147,humidity <= 60.26,temperature <= 22.77,K <= 32.00,P > 51.00,rainfall > 94.87,ph <= 5.97,N > 21.00
349,3,3,0.818407960199005,0.0052,P > 68.00,humidity <= 60.26,rainfall > 124.27,K <= 20.00,temperature <= 25.60,ph <= 6.92,
350,3,3,0.7854785478547854,0.0101,humidity <= 60.26,K <= 20.00,P > 68.00,rainfall > 94.87,temperature <= 22.77,ph <= 6.92,
351,3,3,0.7002518891687658,0.0391,humidity <= 60.26,ph <= 5.97,P > 51.00,K <= 32.00,temperature <= 22.77,,
352,3,3,0.7922437673130194,0.0198,P > 68.00,humidity <= 60.26,K <= 32.00,temperature <= 22.77,,,
353,3,3,0.6062884483937115,0.0224,humidity <= 60.26,ph <= 5.97,P > 68.00,K <= 32.00,temperature <= 25.60,N <= 84.25,
354,3,3,0.7317460317460317,0.0066,humidity <= 60.26,K <= 20.00,P > 51.00,temperature <= 22.77,94.87 < rainfall <= 124.27,ph <= 6.43,
355,3,3,0.8083720930232559,0.0028,P > 68.00,humidity <= 60.26,rainfall > 94.87,K <= 20.00,temperature <= 22.77,N > 21.00,ph <= 6.43
356,3,3,0.7339130434782609,0.0253,P > 68.00,humidity <= 60.26,K <= 32.00,temperature <= 25.60,ph <= 5.97,,
357,3,3,0.5378461538461539,0.0248,humidity <= 60.26,ph <= 5.97,K <= 32.00,P > 51.00,temperature <= 25.60,64.55 < rainfall <= 124.27,N <= 37.00
358,3,3,0.6732117812061711,0.0124,humidity <= 60.26,rainfall > 124.27,P > 51.00,K <= 20.00,temperature <= 22.77,ph <= 6.43,
359,3,3,0.6703125,0.0033,humidity <= 60.26,ph <= 5.97,K <= 20.00,temperature <= 22.77,P > 51.00,94.87 < rainfall <= 124.27,N > 21.00
360,3,3,0.6195476575121163,0.0168,humidity <= 60.26,ph <= 5.97,K <= 32.00,P > 51.00,temperature <= 25.60,94.87 < rainfall <= 124.27,N <= 84.25
361,3,3,0.6374695863746959,0.0153,humidity <= 60.26,ph <= 5.97,P > 51.00,K <= 32.00,temperature <= 22.77,rainfall > 94.87,N > 21.00
362,3,3,0.8211284513805522,0.0035,P > 68.00,humidity <= 60.26,rainfall > 124.27,20.00 < K <= 49.00,temperature <= 25.60,ph <= 6.92,
363,3,3,0.7420042643923241,0.017,P > 68.00,humidity <= 60.26,K <= 20.00,temperature <= 25.60,ph <= 5.97,,
364,3,3,0.8363384188626907,0.0008,P > 68.00,humidity <= 60.26,rainfall > 124.27,20.00 < K <= 49.00,temperature <= 22.77,N > 21.00,ph <= 6.43
365,3,3,0.6854199683042789,0.0039,humidity <= 60.26,K <= 20.00,P > 51.00,temperature <= 22.77,rainfall > 124.27,N > 21.00,ph <= 6.43
366,3,3,0.7551505546751188,0.0118,P > 68.00,humidity <= 60.26,rainfall > 94.87,K <= 20.00,temperature <= 25.60,ph <= 6.43,
367,3,3,0.6598984771573604,0.0298,humidity <= 60.26,ph <= 5.97,K <= 20.00,P > 51.00,temperature <= 25.60,,
368,3,3,0.7844254510921178,0.0048,humidity <= 60.26,rainfall > 124.27,P > 68.00,K <= 20.00,temperature <= 25.60,ph <= 6.43,
369,3,3,0.6402214022140221,0.0334,humidity <= 60.26,ph <= 5.97,P > 51.00,K <= 32.00,rainfall > 94.87,temperature <= 25.60,
370,3,3,0.7225130890052356,0.0046,humidity <= 60.26,rainfall > 124.27,P > 51.00,20.00 < K <= 32.00,temperature <= 22.77,N > 21.00,ph <= 6.43
371,3,3,0.6618887015177066,0.0111,humidity <= 60.26,rainfall > 124.27,P > 51.00,K <= 20.00,temperature <= 22.77,ph <= 6.43,
372,3,3,0.6538060479666319,0.009,humidity <= 60.26,rainfall > 124.27,P > 51.00,temperature <= 22.77,20.00 < K <= 49.00,ph <= 6.43,
373,3,3,0.7754010695187166,0.003,P > 68.00,humidity <= 60.26,K <= 20.00,rainfall > 94.87,temperature <= 25.60,N > 21.00,ph <= 6.92
374,3,3,0.7046783625730995,0.0394,humidity <= 60.26,ph <= 5.97,K <= 32.00,P > 51.00,temperature <= 22.77,,
375,3,3,0.7004405286343612,0.0207,P > 68.00,humidity <= 60.26,K <= 32.00,temperature <= 22.77,rainfall > 64.55,ph <= 6.43,
376,3,3,0.6971925133689839,0.007,P > 68.00,humidity <= 60.26,K <= 32.00,temperature <= 22.77,rainfall > 64.55,ph <= 5.97,N > 21.00
377,3,3,0.7268694550063372,0.004,P > 68.00,humidity <= 60.26,K <= 20.00,temperature <= 22.77,64.55 < rainfall <= 124.27,21.00 < N <= 84.25,
378,3,3,0.7346534653465346,0.0069,humidity <= 60.26,ph <= 5.97,K <= 20.00,temperature <= 22.77,P > 51.00,64.55 < rainfall <= 124.27,21.00 < N <= 37.00
379,3,3,0.6661676646706587,0.0176,humidity <= 60.26,K <= 20.00,P > 51.00,rainfall > 94.87,temperature <= 22.77,ph <= 6.43,
380,3,3,0.6963855421686747,0.0054,P > 68.00,humidity <= 60.26,K <= 20.00,temperature <= 25.60,rainfall > 64.55,N > 21.00,ph <= 5.97
381,3,3,0.7752808988764045,0.0068,P > 68.00,humidity <= 60.26,94.87 < rainfall <= 124.27,K <= 32.00,temperature <= 25.60,ph <= 5.97,N <= 84.25
382,3,3,0.6654611211573237,0.0544,humidity <= 60.26,ph <= 5.97,K <= 32.00,P > 51.00,temperature <= 25.60,,
383,3,3,0.6444256756756757,0.0111,humidity <= 60.26,rainfall > 124.27,P > 51.00,K <= 20.00,temperature <= 22.77,ph <= 6.43,
384,3,3,0.7255717255717256,0.0111,humidity <= 60.26,ph <= 5.97,K <= 32.00,P > 51.00,temperature <= 25.60,94.87 < rainfall <= 124.27,21.00 < N <= 37.00
385,3,3,0.6692861820563196,0.0049,humidity <= 60.26,rainfall > 124.27,P > 51.00,K <= 20.00,temperature <= 25.60,N > 21.00,ph <= 6.43
386,3,3,0.6546982429335371,0.0182,humidity <= 60.26,K <= 20.00,P > 51.00,temperature <= 22.77,rainfall > 94.87,ph <= 6.43,
387,3,3,0.7788065843621399,0.0031,P > 68.00,humidity <= 60.26,94.87 < rainfall <= 124.27,K <= 20.00,temperature <= 22.77,ph <= 6.43,N <= 84.25
388,3,3,0.6569965870307167,0.0509,humidity <= 60.26,ph <= 5.97,K <= 32.00,P > 51.00,temperature <= 25.60,,
389,3,3,0.7958477508650519,0.0054,P > 68.00,humidity <= 60.26,rainfall > 124.27,K <= 20.00,temperature <= 22.77,ph <= 6.43,
390,3,3,0.816793893129771,0.0009,P > 68.00,humidity <= 60.26,rainfall > 124.27,20.00 < K <= 49.00,temperature <= 25.60,5.97 < ph <= 6.92,
391,3,3,0.7969924812030075,0.0099,P > 68.00,humidity <= 60.26,K <= 20.00,rainfall > 64.55,temperature <= 22.77,,
392,3,3,0.6158707865168539,0.008,humidity <= 60.26,temperature <= 22.77,K <= 32.00,P > 68.00,ph <= 5.97,21.00 < N <= 84.25,
393,3,3,0.6516613076098606,0.0111,humidity <= 60.26,rainfall > 124.27,P > 51.00,K <= 20.00,temperature <= 22.77,,
394,3,3,0.647495361781076,0.012,humidity <= 60.26,ph <= 5.97,K <= 20.00,temperature <= 22.77,P > 51.00,64.55 < rainfall <= 124.27,N <= 37.00
395,3,3,0.6156957928802589,0.0133,humidity <= 60.26,K <= 20.00,P > 51.00,temperature <= 22.77,64.55 < rainfall <= 124.27,ph <= 6.92,N <= 84.25
396,3,3,0.6593947923997185,0.0097,humidity <= 60.26,ph <= 5.97,K <= 20.00,P > 51.00,rainfall > 94.87,temperature <= 25.60,N > 21.00
397,3,3,0.7174447174447175,0.0072,P > 68.00,humidity <= 60.26,K <= 32.00,temperature <= 22.77,rainfall > 64.55,ph <= 5.97,N > 21.00
398,3,3,0.6999147485080989,0.0039,humidity <= 60.26,rainfall > 124.27,P > 51.00,K <= 20.00,temperature <= 22.77,N > 21.00,ph <= 6.43
399,3,3,0.6650246305418719,0.0161,humidity <= 60.26,temperature <= 22.77,K <= 32.00,P > 51.00,rainfall > 94.87,ph <= 5.97,N > 21.00
400,4,4,0.8240601503759398,0.0147,rainfall > 94.87,P > 51.00,K <= 32.00,N <= 37.00,humidity <= 80.47,temperature > 22.77,ph > 5.97
401,4,4,0.9753694581280788,0.0187,rainfall > 124.27,K <= 32.00,P > 51.00,temperature > 28.56,humidity <= 80.47,,
402,4,4,0.8132956152758133,0.0213,rainfall > 94.87,humidity <= 80.47,N <= 37.00,K <= 32.00,P > 51.00,temperature > 25.60,
403,4,4,0.9096385542168675,0.0221,rainfall > 124.27,K <= 32.00,P > 51.00,temperature > 25.60,,,
404,4,4,0.8062755798090041,0.0081,rainfall > 124.27,K <= 20.00,P > 68.00,N <= 21.00,ph <= 6.92,,
405,4,4,0.8947368421052632,0.0052,rainfall > 124.27,K <= 32.00,P > 68.00,N <= 37.00,temperature > 22.77,ph > 5.97,
406,4,4,0.8614130434782609,0.004,rainfall > 124.27,K <= 20.00,P > 68.00,N <= 84.25,temperature > 25.60,,
407,4,4,0.9626168224299065,0.0085,rainfall > 124.27,K <= 20.00,P > 51.00,temperature > 28.56,humidity <= 80.47,,
408,4,7,0.7428115015974441,0.0005,K <= 20.00,51.00 < P <= 68.00,temperature > 28.56,60.26 < humidity <= 80.47,64.55 < rainfall <= 94.87,21.00 < N <= 37.00,ph <= 5.97
409,4,4,0.8990147783251231,0.0035,rainfall > 124.27,K <= 32.00,P > 51.00,temperature > 28.56,N <= 84.25,60.26 < humidity <= 80.47,
410,4,4,0.9466192170818505,0.0244,rainfall > 94.87,N <= 37.00,humidity <= 80.47,K <= 32.00,P > 51.00,temperature > 25.60,
411,4,4,0.89,0.0012,rainfall > 124.27,K <= 20.00,51.00 < P <= 68.00,temperature > 28.56,N <= 21.00,humidity <= 80.47,ph > 6.92
412,4,4,0.6099667774086379,0.0056,rainfall > 94.87,K <= 20.00,P > 68.00,temperature > 28.56,N <= 37.00,humidity <= 80.47,
413,4,4,0.7493309545049064,0.0039,rainfall > 94.87,K <= 20.00,P > 51.00,temperature > 28.56,N <= 37.00,humidity <= 80.47,ph > 6.43
414,4,4,0.7942998760842627,0.0052,rainfall > 94.87,K <= 20.00,P > 51.00,temperature > 28.56,N <= 37.00,humidity <= 80.47,ph > 5.97
415,4,4,0.8088033012379643,0.0151,rainfall > 94.87,K <= 20.00,P > 51.00,temperature > 25.60,N <= 84.25,humidity <= 80.47,
416,4,4,0.8553345388788427,0.0094,rainfall > 124.27,K <= 20.00,51.00 < P <= 68.00,N <= 21.00,ph <= 6.92,humidity <= 80.47,
417,4,4,0.8152709359605911,0.0232,rainfall > 94.87,K <= 20.00,P > 51.00,N <= 21.00,humidity <= 80.47,,
418,4,4,0.9168704156479217,0.0106,rainfall > 124.27,K <= 32.00,51.00 < P <= 68.00,N <= 37.00,temperature > 22.77,humidity <= 80.47,
419,4,4,0.8213820078226858,0.0177,rainfall > 94.87,K <= 20.00,P > 51.00,N <= 37.00,humidity <= 80.47,temperature > 22.77,
420,4,4,0.8134328358208955,0.0044,rainfall > 124.27,K <= 20.00,51.00 < P <= 68.00,21.00 < N <= 37.00,humidity <= 89.95,ph <= 6.92,
421,4,4,0.8273942093541202,0.0039,rainfall > 124.27,K <= 32.00,P > 68.00,N <= 21.00,temperature > 25.60,ph <= 6.92,
422,4,4,0.8351800554016621,0.0013,rainfall > 124.27,K <= 20.00,51.00 < P <= 68.00,N <= 21.00,5.97 < ph <= 6.43,humidity <= 80.47,temperature <= 28.56
423,4,4,0.8393194706994329,0.0152,rainfall > 94.87,K <= 32.00,P > 51.00,N <= 37.00,humidity <= 80.47,temperature > 22.77,ph > 5.97
424,4,4,0.8394698085419735,0.0103,rainfall > 124.27,K <= 32.00,P > 68.00,N <= 21.00,,,
425,4,4,0.8113207547169812,0.0175,rainfall > 124.27,K <= 32.00,P > 68.00,N <= 37.00,ph <= 6.92,,
426,4,4,0.8705882352941177,0.008,rainfall > 124.27,K <= 32.00,P > 68.00,N <= 84.25,temperature > 25.60,,
427,4,4,0.847457627118644,0.0112,rainfall > 124.27,K <= 32.00,P > 51.00,temperature > 28.56,N <= 37.00,humidity <= 89.95,ph <= 6.92
428,4,4,0.8904109589041096,0.0108,rainfall > 124.27,K <= 20.00,P > 51.00,temperature > 28.56,,,
429,4,4,0.9006211180124224,0.001,rainfall > 124.27,K <= 20.00,P > 68.00,N <= 21.00,22.77 < temperature <= 28.56,5.97 < ph <= 6.92,
430,4,4,0.4625,0.0043,rainfall > 64.55,K <= 20.00,P > 68.00,N <= 37.00,22.77 < temperature <= 28.56,humidity <= 89.95,
431,4,4,0.8813291139240507,0.0083,rainfall > 124.27,K <= 32.00,P > 68.00,N <= 37.00,temperature > 25.60,,
432,4,4,0.9835390946502057,0.0006,rainfall > 94.87,K <= 20.00,51.00 < P <= 68.00,temperature > 28.56,60.26 < humidity <= 80.47,21.00 < N <= 37.00,
433,4,4,0.9097744360902256,0.0066,rainfall > 124.27,K <= 32.00,P > 68.00,N <= 37.00,temperature > 22.77,ph > 5.97,humidity <= 89.95
434,4,4,0.8288770053475936,0.0035,rainfall > 124.27,K <= 32.00,51.00 < P <= 68.00,temperature > 28.56,21.00 < N <= 37.00,humidity <= 80.47,ph <= 6.92
435,4,4,0.8155619596541787,0.0079,rainfall > 124.27,K <= 20.00,P > 68.00,N <= 21.00,ph <= 6.92,,
436,4,4,0.3978201634877384,0.0027,P > 68.00,ph <= 5.97,20.00 < K <= 32.00,rainfall > 64.55,temperature > 25.60,N <= 37.00,
437,4,4,0.95,0.0192,rainfall > 124.27,K <= 32.00,temperature > 28.56,P > 51.00,,,
438,4,3,0.7697228144989339,0.0123,P > 68.00,humidity <= 60.26,K <= 20.00,rainfall > 64.55,temperature <= 22.77,,
439,4,4,0.7206740116655865,0.0084,rainfall > 94.87,humidity <= 80.47,K <= 20.00,temperature > 28.56,51.00 < P <= 68.00,N <= 84.25,
440,4,4,0.9696969696969697,0.0099,rainfall > 124.27,K <= 20.00,P > 51.00,temperature > 28.56,humidity <= 80.47,,
441,4,4,0.9601593625498008,0.0042,rainfall > 124.27,K <= 20.00,51.00 < P <= 68.00,N <= 21.00,temperature > 22.77,humidity <= 80.47,
442,4,4,0.898360655737705,0.003,rainfall > 124.27,K <= 20.00,temperature > 28.56,51.00 < P <= 68.00,N <= 21.00,humidity <= 80.47,
443,4,4,0.8796498905908097,0.0004,rainfall > 124.27,K <= 20.00,P > 68.00,N <= 21.00,ph > 5.97,25.60 < temperature <= 28.56,
444,4,4,0.822866344605475,0.0082,rainfall > 124.27,K <= 20.00,P > 68.00,N <= 21.00,,,
445,4,5,0.7804878048780488,0.0049,humidity <= 60.26,temperature > 28.56,rainfall <= 94.87,N <= 37.00,20.00 < K <= 32.00,ph > 6.92,P > 28.00
446,4,4,0.9216589861751152,0.0082,rainfall > 124.27,K <= 32.00,P > 68.00,ph > 5.97,,,
447,4,4,0.881104033970276,0.0019,rainfall > 124.27,K <= 32.00,51.00 < P <= 68.00,temperature > 25.60,N <= 37.00,humidity <= 80.47,ph > 6.92
448,4,4,0.9607843137254902,0.0206,rainfall > 124.27,K <= 32.00,P > 51.00,temperature > 25.60,humidity <= 80.47,,
449,4,4,0.9713261648745519,0.018,rainfall > 124.27,K <= 32.00,P > 51.00,N <= 37.00,temperature > 25.60,humidity <= 80.47,
450,4,4,0.8049180327868852,0.0271,rainfall > 124.27,K <= 32.00,P > 51.00,N <= 21.00,humidity <= 89.95,,
451,4,4,0.8386699507389163,0.0099,rainfall > 124.27,K <= 20.00,P > 68.00,N <= 84.25,ph <= 6.92,,
452,4,4,0.9801980198019802,0.0093,rainfall > 124.27,K <= 20.00,P > 51.00,temperature > 28.56,humidity <= 80.47,,
453,4,4,0.8717504332755632,0.0066,rainfall > 124.27,K <= 20.00,P > 51.00,N <= 21.00,temperature > 22.77,humidity <= 80.47,
454,4,4,0.933852140077821,0.0069,rainfall > 124.27,K <= 32.00,51.00 < P <= 68.00,N <= 21.00,temperature > 22.77,humidity <= 80.47,
455,4,4,0.8806509945750453,0.0053,rainfall > 124.27,K <= 20.00,P > 68.00,N <= 84.25,temperature > 25.60,,
456,4,4,0.8556149732620321,0.0019,rainfall > 124.27,K <= 20.00,P > 68.00,N <= 21.00,temperature > 25.60,ph <= 6.92,humidity <= 89.95
457,4,4,0.8276269185360094,0.004,rainfall > 124.27,humidity <= 60.26,N <= 21.00,K <= 32.00,temperature > 25.60,P <= 68.00,ph <= 6.43
458,4,4,0.6096969696969697,0.004,rainfall > 94.87,K <= 32.00,P > 68.00,temperature > 25.60,N <= 37.00,humidity <= 80.47,ph > 6.43
459,4,4,0.9087301587301587,0.0059,rainfall > 94.87,humidity <= 80.47,N <= 37.00,K <= 20.00,51.00 < P <= 68.00,temperature > 25.60,
460,4,4,0.8207681365576103,0.02,rainfall > 124.27,humidity <= 60.26,N <= 37.00,K <= 32.00,temperature > 22.77,,
461,4,4,0.8761220825852782,0.0028,rainfall > 124.27,K <= 32.00,P > 68.00,N <= 21.00,temperature > 25.60,ph <= 6.92,
462,4,4,1,0.0086,rainfall > 124.27,K <= 32.00,P > 68.00,temperature > 25.60,,,
463,4,4,0.6928571428571428,0.0083,rainfall > 94.87,K <= 32.00,P > 68.00,N <= 37.00,temperature > 22.77,humidity <= 89.95,ph > 6.43
464,4,4,0.8820116054158608,0.008,rainfall > 94.87,humidity <= 80.47,N <= 37.00,K <= 32.00,P > 51.00,ph > 6.43,temperature > 22.77
465,4,4,0.9617834394904459,0.0009,rainfall > 124.27,K <= 20.00,P > 68.00,N <= 21.00,60.26 < humidity <= 89.95,,
466,4,4,0.8776859504132232,0.005,rainfall > 124.27,K <= 32.00,P > 68.00,N <= 37.00,5.97 < ph <= 6.92,,
467,4,4,0.9616519174041298,0.0038,rainfall > 124.27,K <= 32.00,P > 51.00,N <= 37.00,60.26 < humidity <= 80.47,,
468,4,4,0.8290909090909091,0.0022,rainfall > 124.27,K <= 20.00,P > 68.00,N <= 21.00,temperature > 28.56,ph <= 6.92,
469,4,4,0.9491525423728814,0.0051,rainfall > 124.27,K <= 32.00,P > 51.00,N <= 37.00,temperature > 22.77,humidity <= 80.47,ph > 6.92
470,4,4,0.7467482785003825,0.0033,rainfall > 94.87,K <= 20.00,51.00 < P <= 68.00,temperature > 25.60,humidity <= 60.26,N <= 37.00,ph <= 5.97
471,4,4,0.9573770491803278,0.0023,rainfall > 124.27,K <= 20.00,P > 68.00,N <= 37.00,humidity > 60.26,,
472,4,4,0.9803921568627451,0.003,rainfall > 124.27,K <= 20.00,P > 51.00,N <= 37.00,60.26 < humidity <= 80.47,,
473,4,4,0.9576719576719577,0.0031,rainfall > 124.27,K <= 32.00,P > 68.00,N <= 37.00,60.26 < humidity <= 89.95,,
474,4,4,0.8128019323671497,0.0295,rainfall > 124.27,K <= 32.00,P > 51.00,N <= 21.00,humidity <= 89.95,,
475,4,4,0.8899521531100478,0.0032,rainfall > 124.27,K <= 20.00,P > 68.00,N <= 21.00,temperature > 22.77,ph > 5.97,
476,4,4,0.8884615384615384,0.0185,rainfall > 124.27,K <= 32.00,P > 51.00,temperature > 28.56,,,
477,4,4,0.7107231920199502,0.0113,rainfall > 94.87,K <= 32.00,P > 51.00,temperature > 28.56,N <= 21.00,humidity <= 80.47,
478,4,4,0.96,0.0019,rainfall > 124.27,K <= 20.00,P > 68.00,N <= 21.00,60.26 < humidity <= 89.95,ph > 5.97,
479,4,4,0.8543689320388349,0.0061,rainfall > 124.27,K <= 20.00,51.00 < P <= 68.00,temperature > 28.56,N <= 21.00,humidity <= 80.47,
480,4,4,0.45145228215767635,0.0011,P > 68.00,ph <= 5.97,K <= 20.00,rainfall > 64.55,21.00 < N <= 37.00,22.77 < temperature <= 28.56,humidity <= 89.95
481,4,4,0.9242424242424242,0.0064,rainfall > 124.27,K <= 32.00,P > 68.00,N <= 37.00,temperature > 22.77,ph > 5.97,humidity <= 89.95
482,4,4,0.8846153846153846,0.0091,rainfall > 124.27,K <= 20.00,P > 51.00,N <= 37.00,ph > 5.97,humidity <= 89.95,
483,4,4,0.8253079507278835,0.0059,rainfall > 124.27,K <= 20.00,P > 51.00,temperature > 28.56,N <= 84.25,humidity <= 89.95,ph > 5.97
484,4,4,0.896969696969697,0.0008,rainfall > 124.27,K <= 20.00,51.00 < P <= 68.00,temperature > 28.56,21.00 < N <= 37.00,humidity <= 89.95,
485,4,4,0.8433420365535248,0.0021,rainfall > 124.27,K <= 32.00,51.00 < P <= 68.00,N <= 21.00,ph > 6.92,humidity <= 80.47,
486,4,4,0.8459657701711492,0.0128,rainfall > 124.27,K <= 32.00,P > 68.00,N <= 84.25,temperature > 22.77,,
487,4,4,0.8717557251908397,0.0039,rainfall > 124.27,K <= 20.00,P > 68.00,N <= 84.25,temperature > 22.77,ph > 5.97,
488,4,4,0.8450134770889488,0.0014,rainfall > 124.27,20.00 < K <= 32.00,P > 68.00,temperature > 28.56,N <= 37.00,ph > 6.43,
489,4,4,0.9537953795379538,0.0272,rainfall > 94.87,K <= 32.00,P > 51.00,temperature > 25.60,humidity <= 80.47,,
490,4,4,0.9709677419354839,0.0025,rainfall > 124.27,K <= 20.00,P > 51.00,N <= 37.00,60.26 < humidity <= 80.47,,
491,4,4,0.835742444152431,0.007,rainfall > 124.27,K <= 20.00,P > 68.00,N <= 21.00,ph <= 6.92,,
492,4,4,0.830393487109905,0.0057,rainfall > 124.27,K <= 20.00,51.00 < P <= 68.00,N <= 21.00,humidity <= 80.47,ph <= 5.97,
493,4,4,0.952112676056338,0.0042,rainfall > 94.87,K <= 20.00,P > 51.00,N <= 37.00,60.26 < humidity <= 80.47,,
494,4,4,0.9105504587155964,0.0028,rainfall > 124.27,K <= 20.00,51.00 < P <= 68.00,temperature > 28.56,N <= 21.00,humidity <= 80.47,ph > 5.97
495,4,4,0.9656160458452722,0.0024,rainfall > 124.27,K <= 20.00,P > 68.00,N <= 37.00,humidity > 60.26,ph > 6.43,
496,4,4,0.917864476386037,0.0031,rainfall > 124.27,K <= 32.00,P > 68.00,N <= 21.00,temperature > 22.77,ph > 5.97,
497,4,4,0.9693877551020408,0.0192,rainfall > 124.27,K <= 32.00,P > 51.00,temperature > 28.56,humidity <= 80.47,,
498,4,4,0.9717514124293786,0.0011,rainfall > 124.27,K <= 20.00,P > 68.00,humidity > 60.26,N <= 37.00,temperature <= 22.77,
499,4,4,0.7332106715731371,0.037,rainfall > 94.87,K <= 32.00,51.00 < P <= 68.00,N <= 37.00,humidity <= 80.47,,
500,5,5,0.7417218543046358,0.0064,rainfall <= 64.55,N <= 21.00,humidity <= 80.47,temperature > 25.60,ph <= 5.97,28.00 < P <= 51.00,K <= 32.00
501,5,5,0.9477806788511749,0.0109,humidity <= 60.26,rainfall <= 64.55,N <= 37.00,temperature > 25.60,20.00 < K <= 32.00,28.00 < P <= 68.00,
502,5,5,0.9602888086642599,0.007,humidity <= 60.26,rainfall <= 64.55,N <= 37.00,temperature > 28.56,K <= 32.00,P <= 68.00,ph > 6.92
503,5,5,0.7522012578616353,0.0038,N <= 21.00,temperature > 28.56,rainfall <= 94.87,humidity <= 80.47,28.00 < P <= 51.00,K <= 32.00,ph > 6.92
504,5,5,0.9247572815533981,0.0091,rainfall <= 64.55,humidity <= 60.26,N <= 37.00,K <= 32.00,temperature > 25.60,28.00 < P <= 68.00,ph > 6.92
505,5,5,0.8617176128093159,0.007,humidity <= 60.26,temperature > 28.56,rainfall <= 94.87,21.00 < N <= 37.00,K <= 32.00,28.00 < P <= 51.00,
506,5,5,0.8283671036948749,0.006,N <= 21.00,humidity <= 60.26,rainfall <= 94.87,temperature > 25.60,28.00 < P <= 68.00,K <= 32.00,ph > 6.92
507,5,5,0.8970588235294118,0.0019,humidity <= 60.26,rainfall <= 94.87,N <= 21.00,temperature > 28.56,28.00 < P <= 51.00,K <= 20.00,ph > 6.92
508,5,5,0.9411764705882353,0.0051,rainfall <= 64.55,humidity <= 60.26,N <= 37.00,20.00 < K <= 32.00,temperature > 25.60,28.00 < P <= 68.00,ph > 6.92
509,5,5,0.975,0.0058,humidity <= 60.26,rainfall <= 64.55,N <= 21.00,temperature > 25.60,20.00 < K <= 32.00,28.00 < P <= 68.00,
510,5,5,0.848605577689243,0.014,rainfall <= 64.55,humidity <= 60.26,temperature > 28.56,K <= 32.00,N <= 84.25,28.00 < P <= 68.00,
511,5,5,0.6537549407114625,0.0038,humidity <= 60.26,rainfall <= 94.87,temperature > 25.60,20.00 < K <= 32.00,N <= 84.25,51.00 < P <= 68.00,ph > 6.92
512,5,5,0.985663082437276,0.0053,humidity <= 60.26,rainfall <= 64.55,N <= 37.00,temperature > 28.56,K <= 32.00,28.00 < P <= 51.00,
