,y_true,y_pred,precision,coverage,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11
5285,0,0,1,0.5397,HbA1c_level <= 5.80,,,,,,,,,,,
5286,0,0,0.978021978021978,0.8239,blood_glucose_level <= 159.00,,,,,,,,,,,
5287,0,0,0.9796747967479674,0.5109,blood_glucose_level <= 140.00,,,,,,,,,,,
5288,0,0,0.989247311827957,0.8151,blood_glucose_level <= 159.00,,,,,,,,,,,
5289,0,0,0.9811320754716981,0.5426,HbA1c_level <= 5.80,,,,,,,,,,,
5290,1,1,0.6885245901639344,0.0205,blood_glucose_level > 159.00,HbA1c_level > 6.20,age > 59.00,,,,,,,,,
5291,0,0,1,0.5147,blood_glucose_level <= 140.00,,,,,,,,,,,
5292,0,0,1,0.8126,blood_glucose_level <= 159.00,,,,,,,,,,,
5293,0,0,0.9888888888888889,0.7852,HbA1c_level <= 6.20,,,,,,,,,,,
5294,0,0,0.9844357976653697,0.5104,age <= 42.00,,,,,,,,,,,
5295,0,0,1,0.2973,HbA1c_level <= 4.80,,,,,,,,,,,
5296,0,0,0.9850746268656716,0.8132,blood_glucose_level <= 159.00,,,,,,,,,,,
5297,0,0,0.9933774834437086,0.537,HbA1c_level <= 5.80,,,,,,,,,,,
5298,0,0,0.9943820224719101,0.7883,HbA1c_level <= 6.20,,,,,,,,,,,
5299,0,0,1,0.3073,HbA1c_level <= 4.80,,,,,,,,,,,
5300,0,0,0.9776536312849162,0.8165,blood_glucose_level <= 159.00,,,,,,,,,,,
5301,0,0,0.9884393063583815,0.7895,HbA1c_level <= 6.20,,,,,,,,,,,
5302,0,0,0.9836956521739131,0.8118,blood_glucose_level <= 159.00,,,,,,,,,,,
5303,0,0,0.98,0.5131,blood_glucose_level <= 140.00,,,,,,,,,,,
5304,0,0,0.967391304347826,0.7638,age <= 59.00,,,,,,,,,,,
5305,0,0,0.9724409448818898,0.4932,age <= 42.00,,,,,,,,,,,
5306,1,1,0.5851703406813628,0.0348,blood_glucose_level > 159.00,HbA1c_level > 6.20,age > 42.00,,,,,,,,,
5307,0,0,0.993103448275862,0.5019,age <= 42.00,,,,,,,,,,,
5308,0,0,1,0.2428,age <= 23.00,,,,,,,,,,,
5309,0,0,0.994475138121547,0.7889,HbA1c_level <= 6.20,,,,,,,,,,,
5310,0,0,1,0.3021,HbA1c_level <= 4.80,,,,,,,,,,,
5311,0,0,1,0.2995,HbA1c_level <= 4.80,,,,,,,,,,,
5312,0,0,1,0.3016,HbA1c_level <= 4.80,,,,,,,,,,,
5313,0,0,1,0.3013,HbA1c_level <= 4.80,,,,,,,,,,,
5314,0,0,1,0.2914,blood_glucose_level <= 100.00,,,,,,,,,,,
5315,0,0,0.9933774834437086,0.5071,blood_glucose_level <= 140.00,,,,,,,,,,,
5316,0,0,0.9834254143646409,0.8125,blood_glucose_level <= 159.00,,,,,,,,,,,
5317,0,0,0.9568106312292359,0.4135,gender = 1.00,,,,,,,,,,,
5318,0,0,0.9875,0.5116,blood_glucose_level <= 140.00,,,,,,,,,,,
5319,0,0,1,0.3044,HbA1c_level <= 4.80,,,,,,,,,,,
5320,0,0,1,0.2946,HbA1c_level <= 4.80,,,,,,,,,,,
5321,0,1,0.6032388663967612,0.0034,blood_glucose_level > 159.00,HbA1c_level > 6.20,age > 42.00,bmi > 29.52,smoking_history = 3.00,,,,,,,
5322,0,0,1,0.3046,HbA1c_level <= 4.80,,,,,,,,,,,
5323,0,0,0.9828571428571429,0.7906,HbA1c_level <= 6.20,,,,,,,,,,,
5324,0,0,0.996078431372549,0.5439,HbA1c_level <= 5.80,,,,,,,,,,,
5325,0,0,0.9911894273127754,0.2725,blood_glucose_level <= 100.00,,,,,,,,,,,
5326,0,0,1,0.8131,blood_glucose_level <= 159.00,,,,,,,,,,,
5327,0,0,1,0.3033,HbA1c_level <= 4.80,,,,,,,,,,,
5328,0,0,0.9933774834437086,0.499,age <= 42.00,,,,,,,,,,,
5329,0,0,0.9919028340080972,0.5196,blood_glucose_level <= 140.00,,,,,,,,,,,
5330,0,0,0.9858657243816255,0.7838,HbA1c_level <= 6.20,,,,,,,,,,,
5331,0,0,0.9869281045751634,0.4901,age <= 42.00,,,,,,,,,,,
5332,0,0,0.9955357142857143,0.3088,HbA1c_level <= 4.80,,,,,,,,,,,
5333,0,0,0.9891304347826086,0.8116,blood_glucose_level <= 159.00,,,,,,,,,,,
5334,0,0,0.9931506849315068,0.5169,blood_glucose_level <= 140.00,,,,,,,,,,,
5335,0,0,0.9770114942528736,0.7886,HbA1c_level <= 6.20,,,,,,,,,,,
5336,0,0,1,0.8104,blood_glucose_level <= 159.00,,,,,,,,,,,
5337,0,0,1,0.2838,blood_glucose_level <= 100.00,,,,,,,,,,,
5338,0,0,1,0.3069,HbA1c_level <= 4.80,,,,,,,,,,,
5339,0,0,1,0.8149,blood_glucose_level <= 159.00,,,,,,,,,,,
5340,0,0,0.9887640449438202,0.6627,bmi <= 27.32,,,,,,,,,,,
5341,0,0,0.976878612716763,0.6713,bmi <= 27.32,,,,,,,,,,,
5342,0,0,0.9935897435897436,0.5127,blood_glucose_level <= 140.00,,,,,,,,,,,
5343,0,0,1,0.8167,blood_glucose_level <= 159.00,,,,,,,,,,,
5344,1,0,0.9735449735449735,0.8155,blood_glucose_level <= 159.00,,,,,,,,,,,
5345,0,0,1,0.8165,blood_glucose_level <= 159.00,,,,,,,,,,,
5346,0,0,1,0.3026,HbA1c_level <= 4.80,,,,,,,,,,,
5347,0,0,1,0.7912,HbA1c_level <= 6.20,,,,,,,,,,,
5348,1,1,0.8383152173913043,0.0002,HbA1c_level > 6.20,blood_glucose_level > 159.00,hypertension = 1.00,age > 42.00,bmi > 29.52,smoking_history = 5.00,hypertension = 1.00,smoking_history = 5.00,,,,
5349,0,0,1,0.2987,HbA1c_level <= 4.80,,,,,,,,,,,
5350,0,0,1,0.7859,HbA1c_level <= 6.20,,,,,,,,,,,
5351,1,0,0.9787234042553191,0.8136,blood_glucose_level <= 159.00,,,,,,,,,,,
5352,0,0,0.9966777408637874,0.3011,HbA1c_level <= 4.80,,,,,,,,,,,
5353,1,1,0.5681470137825421,0.0021,HbA1c_level > 6.20,blood_glucose_level > 159.00,age > 59.00,bmi > 23.52,smoking_history = 2.00,smoking_history = 2.00,,,,,,
5354,0,0,0.9936708860759493,0.5398,HbA1c_level <= 5.80,,,,,,,,,,,
5355,0,0,1,0.3018,HbA1c_level <= 4.80,,,,,,,,,,,
5356,0,0,0.9835164835164835,0.7883,HbA1c_level <= 6.20,,,,,,,,,,,
5357,0,0,0.9835164835164835,0.813,blood_glucose_level <= 159.00,,,,,,,,,,,
5358,0,0,0.9823321554770318,0.7958,HbA1c_level <= 6.20,,,,,,,,,,,
5359,1,1,0.5764147746526601,0.0216,blood_glucose_level > 159.00,HbA1c_level > 6.20,age > 59.00,bmi > 23.52,,,,,,,,
5360,0,0,1,0.3008,HbA1c_level <= 4.80,,,,,,,,,,,
5361,0,0,0.9888268156424581,0.8044,blood_glucose_level <= 159.00,,,,,,,,,,,
5362,0,0,1,0.2992,HbA1c_level <= 4.80,,,,,,,,,,,
5363,0,0,1,0.3068,HbA1c_level <= 4.80,,,,,,,,,,,
5364,0,0,0.9900990099009901,1,,,,,,,,,,,,
5365,1,0,1,0.5329,HbA1c_level <= 5.80,,,,,,,,,,,
5366,0,0,1,0.3042,HbA1c_level <= 4.80,,,,,,,,,,,
5367,0,0,0.983739837398374,0.5056,blood_glucose_level <= 140.00,,,,,,,,,,,
5368,0,0,0.9880478087649402,0.512,age <= 42.00,,,,,,,,,,,
5369,0,0,0.9838056680161943,0.5031,age <= 42.00,,,,,,,,,,,
5370,0,0,0.9890710382513661,0.8091,blood_glucose_level <= 159.00,,,,,,,,,,,
5371,0,0,1,0.3036,HbA1c_level <= 4.80,,,,,,,,,,,
5372,0,0,1,0.2985,HbA1c_level <= 4.80,,,,,,,,,,,
5373,0,0,0.9782608695652174,0.7529,bmi <= 29.52,,,,,,,,,,,
5374,0,0,1,0.5397,HbA1c_level <= 5.80,,,,,,,,,,,
5375,0,0,0.9900990099009901,1,,,,,,,,,,,,
5376,0,0,0.9882352941176471,0.6689,bmi <= 27.32,,,,,,,,,,,
5377,0,0,1,0.7901,HbA1c_level <= 6.20,,,,,,,,,,,
5378,0,0,1,0.5392,HbA1c_level <= 5.80,,,,,,,,,,,
5379,1,0,0.9964028776978417,0.7882,HbA1c_level <= 6.20,,,,,,,,,,,
5380,0,0,0.9887640449438202,0.7458,bmi <= 29.52,,,,,,,,,,,
5381,0,0,0.9922480620155039,0.5103,blood_glucose_level <= 140.00,,,,,,,,,,,
5382,0,0,0.9780701754385965,0.2557,age <= 23.00,,,,,,,,,,,
5383,0,0,1,0.2819,blood_glucose_level <= 100.00,,,,,,,,,,,
5384,0,0,1,0.3096,HbA1c_level <= 4.80,,,,,,,,,,,
5385,0,0,0.9879032258064516,0.5045,blood_glucose_level <= 140.00,,,,,,,,,,,
5386,0,0,0.9886363636363636,0.8138,blood_glucose_level <= 159.00,,,,,,,,,,,
5387,0,0,0.9923664122137404,0.2559,age <= 23.00,,,,,,,,,,,
5388,0,0,0.9932885906040269,0.5383,HbA1c_level <= 5.80,,,,,,,,,,,
5389,0,0,1,0.298,HbA1c_level <= 4.80,,,,,,,,,,,
5390,0,0,1,0.7987,HbA1c_level <= 6.20,,,,,,,,,,,
5391,0,0,1,0.793,HbA1c_level <= 6.20,,,,,,,,,,,
5392,0,0,0.9808917197452229,0.515,blood_glucose_level <= 140.00,,,,,,,,,,,
5393,0,0,0.9800995024875622,0.3606,smoking_history = 1.00,,,,,,,,,,,
5394,0,0,0.9836956521739131,0.8163,blood_glucose_level <= 159.00,,,,,,,,,,,
5395,0,0,0.9786324786324786,0.3527,smoking_history = 1.00,,,,,,,,,,,
5396,0,0,0.978494623655914,0.7551,age <= 59.00,,,,,,,,,,,
5397,0,0,0.9923664122137404,0.2969,HbA1c_level <= 4.80,,,,,,,,,,,
5398,0,0,1,1,,,,,,,,,,,,
5399,0,0,0.989010989010989,0.8141,blood_glucose_level <= 159.00,,,,,,,,,,,
5400,0,0,1,0.2726,blood_glucose_level <= 100.00,,,,,,,,,,,
5401,0,0,0.9830508474576272,0.7936,HbA1c_level <= 6.20,,,,,,,,,,,
5402,1,0,0.9879518072289156,0.5914,gender = 0.00,,,,,,,,,,,
5403,0,0,0.9832402234636871,0.8144,blood_glucose_level <= 159.00,,,,,,,,,,,
5404,0,0,0.9900990099009901,1,,,,,,,,,,,,
5405,0,0,0.9881656804733728,0.7864,HbA1c_level <= 6.20,,,,,,,,,,,
5406,0,0,0.9917355371900827,0.2575,age <= 23.00,,,,,,,,,,,
5407,0,0,0.9823529411764705,0.7414,bmi <= 29.52,,,,,,,,,,,
5408,0,0,1,0.2998,HbA1c_level <= 4.80,,,,,,,,,,,
5409,0,0,0.9723756906077348,0.7939,HbA1c_level <= 6.20,,,,,,,,,,,
5410,1,1,0.5359394703656999,0.0047,HbA1c_level > 6.20,heart_disease = 1.00,age > 59.00,blood_glucose_level > 140.00,bmi > 23.52,heart_disease = 1.00,,,,,,
5411,0,0,1,0.2823,blood_glucose_level <= 100.00,,,,,,,,,,,
5412,0,0,1,0.5426,HbA1c_level <= 5.80,,,,,,,,,,,
5413,0,0,0.9935897435897436,0.5411,HbA1c_level <= 5.80,,,,,,,,,,,
5414,0,0,1,0.3032,HbA1c_level <= 4.80,,,,,,,,,,,
5415,0,0,0.9732824427480916,0.5857,gender = 0.00,,,,,,,,,,,
5416,0,0,1,0.2539,age <= 23.00,,,,,,,,,,,
5417,0,0,0.9924242424242424,0.2718,blood_glucose_level <= 100.00,,,,,,,,,,,
5418,0,0,0.9966777408637874,0.3002,HbA1c_level <= 4.80,,,,,,,,,,,
5419,0,0,0.9854014598540146,0.3124,HbA1c_level <= 4.80,,,,,,,,,,,
5420,0,0,1,0.2943,HbA1c_level <= 4.80,,,,,,,,,,,
5421,0,0,0.9745454545454545,0.7844,HbA1c_level <= 6.20,,,,,,,,,,,
5422,0,0,1,0.2999,HbA1c_level <= 4.80,,,,,,,,,,,
5423,0,0,1,0.302,HbA1c_level <= 4.80,,,,,,,,,,,
5424,0,0,0.983957219251337,0.8125,blood_glucose_level <= 159.00,,,,,,,,,,,
5425,0,0,1,0.3024,HbA1c_level <= 4.80,,,,,,,,,,,
5426,0,0,0.994413407821229,0.7943,HbA1c_level <= 6.20,,,,,,,,,,,
5427,0,0,0.9869281045751634,0.4946,age <= 42.00,,,,,,,,,,,
5428,0,0,1,0.5147,blood_glucose_level <= 140.00,,,,,,,,,,,
5429,0,0,1,0.8184,blood_glucose_level <= 159.00,,,,,,,,,,,
5430,1,1,0.5456053067993366,0.0059,blood_glucose_level > 159.00,HbA1c_level > 5.80,hypertension = 1.00,age > 42.00,bmi > 23.52,gender = 1.00,hypertension = 1.00,gender = 1.00,,,,
5431,0,0,0.9900497512437811,0.5391,HbA1c_level <= 5.80,,,,,,,,,,,
5432,0,0,1,0.8146,blood_glucose_level <= 159.00,,,,,,,,,,,
5433,0,0,1,0.3034,HbA1c_level <= 4.80,,,,,,,,,,,
5434,0,0,0.9936708860759493,0.5101,age <= 42.00,,,,,,,,,,,
5435,0,0,1,0.5009,age <= 42.00,,,,,,,,,,,
5436,0,0,0.9923664122137404,0.4122,gender = 1.00,,,,,,,,,,,
5437,1,0,1,0.5108,blood_glucose_level <= 140.00,,,,,,,,,,,
5438,0,0,1,0.2999,HbA1c_level <= 4.80,,,,,,,,,,,
5439,0,0,0.978021978021978,0.7907,HbA1c_level <= 6.20,,,,,,,,,,,
5440,0,0,1,0.3028,HbA1c_level <= 4.80,,,,,,,,,,,
5441,0,0,1,0.3055,HbA1c_level <= 4.80,,,,,,,,,,,
5442,0,0,0.9863945578231292,0.5424,HbA1c_level <= 5.80,,,,,,,,,,,
5443,0,0,0.9950248756218906,0.3083,HbA1c_level <= 4.80,,,,,,,,,,,
5444,0,0,0.9914529914529915,0.2776,blood_glucose_level <= 100.00,,,,,,,,,,,
5445,0,0,0.9875,0.5184,blood_glucose_level <= 140.00,,,,,,,,,,,
5446,0,0,0.9945054945054945,0.8054,blood_glucose_level <= 159.00,,,,,,,,,,,
5447,0,0,1,0.9627,heart_disease = 0.00,,,,,,,,,,,
5448,0,0,0.9943342776203966,0.533,HbA1c_level <= 5.80,,,,,,,,,,,
5449,0,0,0.9787234042553191,0.8106,blood_glucose_level <= 159.00,,,,,,,,,,,
5450,0,0,1,0.297,HbA1c_level <= 4.80,,,,,,,,,,,
5451,1,1,0.9038785834738617,0.0011,HbA1c_level > 6.20,blood_glucose_level > 159.00,age > 59.00,heart_disease = 1.00,bmi > 29.52,heart_disease = 1.00,,,,,,
5452,1,0,1,0.8137,blood_glucose_level <= 159.00,,,,,,,,,,,
5453,0,0,1,0.5197,blood_glucose_level <= 140.00,,,,,,,,,,,
5454,0,0,0.9827586206896551,0.6587,bmi <= 27.32,,,,,,,,,,,
5455,0,0,1,0.2787,blood_glucose_level <= 100.00,,,,,,,,,,,
5456,0,0,1,0.304,HbA1c_level <= 4.80,,,,,,,,,,,
5457,1,1,0.7358490566037735,0.0099,HbA1c_level > 6.20,blood_glucose_level > 159.00,age > 59.00,bmi > 29.52,,,,,,,,
5458,0,0,0.9831460674157303,0.8128,blood_glucose_level <= 159.00,,,,,,,,,,,
5459,0,0,1,0.3086,HbA1c_level <= 4.80,,,,,,,,,,,
5460,0,0,0.9935483870967742,0.5346,HbA1c_level <= 5.80,,,,,,,,,,,
5461,0,0,0.9832402234636871,0.8105,blood_glucose_level <= 159.00,,,,,,,,,,,
5462,0,0,0.9882352941176471,0.7833,HbA1c_level <= 6.20,,,,,,,,,,,
5463,0,0,0.9800995024875622,0.811,blood_glucose_level <= 159.00,,,,,,,,,,,
5464,0,0,1,0.2725,blood_glucose_level <= 100.00,,,,,,,,,,,
5465,0,0,0.9953917050691244,0.3018,HbA1c_level <= 4.80,,,,,,,,,,,
5466,1,1,0.32262669521770165,0.0032,HbA1c_level > 6.20,age > 59.00,blood_glucose_level > 140.00,smoking_history = 2.00,,,,,,,,
5467,0,0,1,0.303,HbA1c_level <= 4.80,,,,,,,,,,,
5468,0,0,1,0.5028,age <= 42.00,,,,,,,,,,,
5469,1,1,0.70546875,0.0104,blood_glucose_level > 159.00,HbA1c_level > 6.20,age > 59.00,bmi > 29.52,,,,,,,,
5470,0,0,0.9845559845559846,0.5136,blood_glucose_level <= 140.00,,,,,,,,,,,
5471,0,0,1,0.3043,HbA1c_level <= 4.80,,,,,,,,,,,
5472,0,0,1,0.8201,blood_glucose_level <= 159.00,,,,,,,,,,,
5473,0,0,1,0.2963,HbA1c_level <= 4.80,,,,,,,,,,,
5474,0,0,0.9870967741935484,0.5128,blood_glucose_level <= 140.00,,,,,,,,,,,
5475,0,0,0.9900497512437811,0.5363,HbA1c_level <= 5.80,,,,,,,,,,,
5476,0,0,1,0.3039,HbA1c_level <= 4.80,,,,,,,,,,,
5477,0,0,0.9922480620155039,0.3027,HbA1c_level <= 4.80,,,,,,,,,,,
5478,0,0,0.9921259842519685,0.5378,HbA1c_level <= 5.80,,,,,,,,,,,
5479,0,0,0.9931972789115646,0.5075,age <= 42.00,,,,,,,,,,,
5480,0,0,1,0.5065,blood_glucose_level <= 140.00,,,,,,,,,,,
5481,0,0,0.9924242424242424,0.316,HbA1c_level <= 4.80,,,,,,,,,,,
5482,0,0,0.9871244635193133,0.2825,blood_glucose_level <= 100.00,,,,,,,,,,,
5483,0,0,1,0.5065,age <= 42.00,,,,,,,,,,,
5484,0,0,0.9891304347826086,0.8137,blood_glucose_level <= 159.00,,,,,,,,,,,
5485,0,0,0.9800995024875622,0.2771,blood_glucose_level <= 100.00,,,,,,,,,,,
5486,0,0,1,0.3076,HbA1c_level <= 4.80,,,,,,,,,,,
5487,0,0,0.9866666666666667,0.5479,HbA1c_level <= 5.80,,,,,,,,,,,
5488,0,0,0.9869281045751634,0.4986,age <= 42.00,,,,,,,,,,,
5489,0,0,0.9943502824858758,0.822,blood_glucose_level <= 159.00,,,,,,,,,,,
5490,0,0,1,0.5092,blood_glucose_level <= 140.00,,,,,,,,,,,
5491,0,0,1,0.8124,blood_glucose_level <= 159.00,,,,,,,,,,,
5492,1,0,0.9932432432432432,0.5007,age <= 42.00,,,,,,,,,,,
5493,0,0,1,0.3056,HbA1c_level <= 4.80,,,,,,,,,,,
5494,0,0,1,0.3085,HbA1c_level <= 4.80,,,,,,,,,,,
5495,0,0,1,0.2804,blood_glucose_level <= 100.00,,,,,,,,,,,
5496,0,0,1,0.3024,HbA1c_level <= 4.80,,,,,,,,,,,
5497,0,0,0.9800995024875622,0.513,blood_glucose_level <= 140.00,,,,,,,,,,,
5498,0,0,0.9850746268656716,0.2487,bmi <= 23.52,,,,,,,,,,,
5499,0,0,0.9939024390243902,0.5428,HbA1c_level <= 5.80,,,,,,,,,,,
5500,0,0,1,0.5062,blood_glucose_level <= 140.00,,,,,,,,,,,
5501,0,0,0.992,0.3059,HbA1c_level <= 4.80,,,,,,,,,,,
5502,0,0,0.9945054945054945,0.8158,blood_glucose_level <= 159.00,,,,,,,,,,,
5503,0,0,0.9867549668874173,0.5166,blood_glucose_level <= 140.00,,,,,,,,,,,
5504,0,0,0.9918032786885246,0.2523,age <= 23.00,,,,,,,,,,,
5505,0,0,1,0.5082,blood_glucose_level <= 140.00,,,,,,,,,,,
5506,0,0,1,0.8191,blood_glucose_level <= 159.00,,,,,,,,,,,
5507,0,0,0.9935897435897436,0.5005,blood_glucose_level <= 140.00,,,,,,,,,,,
5508,0,0,0.9869281045751634,0.5112,blood_glucose_level <= 140.00,,,,,,,,,,,
5509,0,0,0.9921259842519685,0.2471,bmi <= 23.52,,,,,,,,,,,
5510,0,0,0.9834254143646409,0.8067,blood_glucose_level <= 159.00,,,,,,,,,,,
5511,0,0,0.993421052631579,0.5358,HbA1c_level <= 5.80,,,,,,,,,,,
5512,0,0,1,0.2792,blood_glucose_level <= 100.00,,,,,,,,,,,
5513,1,0,0.9933774834437086,0.5377,HbA1c_level <= 5.80,,,,,,,,,,,
5514,0,0,0.994413407821229,0.8103,blood_glucose_level <= 159.00,,,,,,,,,,,
5515,0,0,0.9898477157360406,0.9615,heart_disease = 0.00,,,,,,,,,,,
5516,0,0,1,1,,,,,,,,,,,,
5517,1,0,0.9888268156424581,0.8152,blood_glucose_level <= 159.00,,,,,,,,,,,
5518,0,0,1,0.3099,HbA1c_level <= 4.80,,,,,,,,,,,
5519,0,0,1,0.302,HbA1c_level <= 4.80,,,,,,,,,,,
5520,0,0,1,0.8111,blood_glucose_level <= 159.00,,,,,,,,,,,
5521,0,1,0.7700892857142857,0.002,blood_glucose_level > 159.00,HbA1c_level > 6.20,age > 59.00,heart_disease = 1.00,gender = 1.00,gender = 1.00,heart_disease = 1.00,,,,,
5522,1,1,0.6024096385542169,0.0193,HbA1c_level > 6.20,blood_glucose_level > 159.00,age > 42.00,bmi > 27.32,,,,,,,,
5523,0,0,1,0.3025,HbA1c_level <= 4.80,,,,,,,,,,,
5524,1,0,0.9719101123595506,0.8131,blood_glucose_level <= 159.00,,,,,,,,,,,
5525,0,0,0.989010989010989,0.7874,HbA1c_level <= 6.20,,,,,,,,,,,
5526,1,1,0.47954329210275926,0.0213,blood_glucose_level > 159.00,HbA1c_level > 6.20,bmi > 29.52,age > 23.00,,,,,,,,
5527,0,0,0.9826589595375722,0.7849,HbA1c_level <= 6.20,,,,,,,,,,,
5528,0,0,0.9935897435897436,0.5058,age <= 42.00,,,,,,,,,,,
5529,0,0,0.9862068965517241,0.5109,age <= 42.00,,,,,,,,,,,
5530,0,0,0.9841269841269841,0.8144,blood_glucose_level <= 159.00,,,,,,,,,,,
5531,0,0,0.9826589595375722,0.7543,age <= 59.00,,,,,,,,,,,
5532,0,0,1,0.5446,HbA1c_level <= 5.80,,,,,,,,,,,
5533,0,0,0.9927536231884058,0.2725,blood_glucose_level <= 100.00,,,,,,,,,,,
5534,1,1,0.2410575427682737,0.0523,HbA1c_level > 6.20,bmi > 29.52,blood_glucose_level > 100.00,,,,,,,,,
5535,1,1,0.7282296650717703,0.0013,HbA1c_level > 6.20,blood_glucose_level > 159.00,age > 59.00,bmi > 29.52,gender = 1.00,smoking_history = 3.00,gender = 1.00,smoking_history = 3.00,,,,
5536,0,0,0.9920844327176781,0.8129,blood_glucose_level <= 159.00,,,,,,,,,,,
5537,0,0,0.963855421686747,0.5023,age <= 42.00,,,,,,,,,,,
5538,0,0,0.9936305732484076,0.5369,HbA1c_level <= 5.80,,,,,,,,,,,
5539,0,0,0.9718875502008032,0.4994,age <= 42.00,,,,,,,,,,,
5540,0,0,0.9832402234636871,0.753,age <= 59.00,,,,,,,,,,,
5541,0,0,0.9800995024875622,0.5071,age <= 42.00,,,,,,,,,,,
5542,0,0,0.9931506849315068,0.5061,age <= 42.00,,,,,,,,,,,
5543,1,1,0.896797153024911,0.0007,HbA1c_level > 6.20,blood_glucose_level > 159.00,age > 59.00,heart_disease = 1.00,bmi > 29.52,smoking_history = 0.00,smoking_history = 0.00,,,,,
5544,0,0,1,0.3083,HbA1c_level <= 4.80,,,,,,,,,,,
5545,0,0,0.9867256637168141,0.277,blood_glucose_level <= 100.00,,,,,,,,,,,
5546,0,0,0.9900990099009901,1,,,,,,,,,,,,
5547,0,0,0.9833333333333333,0.7865,HbA1c_level <= 6.20,,,,,,,,,,,
5548,1,0,0.9776536312849162,0.8135,blood_glucose_level <= 159.00,,,,,,,,,,,
5549,0,0,1,0.2803,blood_glucose_level <= 100.00,,,,,,,,,,,
5550,0,0,0.9939577039274925,0.2847,blood_glucose_level <= 100.00,,,,,,,,,,,
5551,0,0,0.9850746268656716,0.5336,HbA1c_level <= 5.80,,,,,,,,,,,
5552,0,0,0.995575221238938,0.2847,blood_glucose_level <= 100.00,,,,,,,,,,,
5553,1,0,0.9888268156424581,0.7911,HbA1c_level <= 6.20,,,,,,,,,,,
5554,0,0,0.9925373134328358,0.2844,blood_glucose_level <= 100.00,,,,,,,,,,,
5555,0,0,0.9897260273972602,0.8127,blood_glucose_level <= 159.00,,,,,,,,,,,
5556,0,0,1,0.5078,blood_glucose_level <= 140.00,,,,,,,,,,,
5557,0,0,0.9801587301587301,0.5131,blood_glucose_level <= 140.00,,,,,,,,,,,
5558,0,0,0.9722222222222222,0.8136,blood_glucose_level <= 159.00,,,,,,,,,,,
5559,0,0,0.9714285714285714,0.8213,blood_glucose_level <= 159.00,,,,,,,,,,,
5560,1,1,0.20486815415821502,0.119,HbA1c_level > 6.20,blood_glucose_level > 100.00,age > 23.00,bmi > 23.52,,,,,,,,
5561,0,0,1,0.3007,HbA1c_level <= 4.80,,,,,,,,,,,
5562,0,0,1,0.5403,HbA1c_level <= 5.80,,,,,,,,,,,
5563,0,0,0.989010989010989,0.7848,HbA1c_level <= 6.20,,,,,,,,,,,
5564,0,0,0.992,0.2785,blood_glucose_level <= 100.00,,,,,,,,,,,
5565,0,0,1,0.3047,HbA1c_level <= 4.80,,,,,,,,,,,
5566,1,0,0.9888268156424581,0.7918,HbA1c_level <= 6.20,,,,,,,,,,,
5567,0,0,0.9935483870967742,0.5378,HbA1c_level <= 5.80,,,,,,,,,,,
5568,1,1,0.7340043134435658,0.0034,HbA1c_level > 6.20,blood_glucose_level > 159.00,age > 59.00,bmi > 29.52,gender = 1.00,gender = 1.00,,,,,,
5569,0,0,0.9797297297297297,0.5052,blood_glucose_level <= 140.00,,,,,,,,,,,
5570,0,0,1,0.2792,blood_glucose_level <= 100.00,,,,,,,,,,,
5571,0,0,1,0.2956,HbA1c_level <= 4.80,,,,,,,,,,,
5572,0,0,0.9884393063583815,0.7435,bmi <= 29.52,,,,,,,,,,,
5573,0,0,0.9800995024875622,0.2547,age <= 23.00,,,,,,,,,,,
5574,0,0,1,0.5466,HbA1c_level <= 5.80,,,,,,,,,,,
5575,0,0,0.9956331877729258,0.3051,HbA1c_level <= 4.80,,,,,,,,,,,
5576,0,0,0.9748743718592965,0.9284,hypertension = 0.00,,,,,,,,,,,
5577,0,0,0.9888268156424581,0.7908,HbA1c_level <= 6.20,,,,,,,,,,,
5578,0,0,0.979757085020243,0.5103,blood_glucose_level <= 140.00,,,,,,,,,,,
5579,1,1,0.5803108808290155,0.0138,blood_glucose_level > 159.00,age > 59.00,HbA1c_level > 5.80,bmi > 29.52,,,,,,,,
5580,0,0,1,0.2993,HbA1c_level <= 4.80,,,,,,,,,,,
5581,0,0,1,0.811,blood_glucose_level <= 159.00,,,,,,,,,,,
5582,0,0,0.9867549668874173,0.5021,age <= 42.00,,,,,,,,,,,
5583,0,0,0.9925373134328358,0.2989,HbA1c_level <= 4.80,,,,,,,,,,,
5584,1,1,0.6306122448979592,0.0003,blood_glucose_level > 159.00,HbA1c_level > 6.20,age > 59.00,bmi > 23.52,gender = 1.00,smoking_history = 4.00,,,,,,
5585,0,0,0.9900990099009901,1,,,,,,,,,,,,
5586,0,0,1,0.544,HbA1c_level <= 5.80,,,,,,,,,,,
5587,0,0,1,0.5123,blood_glucose_level <= 140.00,,,,,,,,,,,
5588,0,0,0.9879518072289156,0.5014,age <= 42.00,,,,,,,,,,,
5589,0,0,0.996969696969697,0.2991,HbA1c_level <= 4.80,,,,,,,,,,,
5590,0,0,1,0.3029,HbA1c_level <= 4.80,,,,,,,,,,,
5591,0,0,1,0.5127,blood_glucose_level <= 140.00,,,,,,,,,,,
5592,0,0,1,0.2791,blood_glucose_level <= 100.00,,,,,,,,,,,
5593,0,0,1,0.3007,HbA1c_level <= 4.80,,,,,,,,,,,
5594,0,0,0.9892086330935251,0.7899,HbA1c_level <= 6.20,,,,,,,,,,,
